# p ω 
0.0	0.1528247928170336	0.1528247766818687	0.08367396483041653	0.08367391178775666	0.0822587496739102
0.1	0.14793955282687013	0.1479395416174278	0.08159584479123624	0.08159579186378249	0.08020469375490959
0.2	0.13428910178559486	0.13428909392194624	0.07568550850120219	0.07568546048796077	0.07435325888748331
0.3	0.11444742630225888	0.11444742272738502	0.06681821130689737	0.06681817034746806	0.06554017019124682
0.4	0.09159250641915384	0.09159250575542664	0.05618066001774355	0.056180627080240284	0.054886409445242625
0.5	0.06867358446882674	0.06867358040690912	0.04499711508860191	0.04499709010430262	0.04352116917369837
0.6	0.04805195228523203	0.04805194632379682	0.03431330390761587	0.03431328600305401	0.0323363044393989
0.7	0.031550467382294625	0.03155046238284256	0.02488061820986495	0.02488060605141296	0.021786293277032284
0.8	0.020123925244490238	0.020123923796132166	0.017130360301634593	0.017130352484869833	0.012318180718842218
0.9	0.012734330712198996	0.012734330520858636	0.011218264813658825	0.011218260338992854	0.005964047470653842
1.0	0.008370122688579633	0.00837012184777485	0.00796553300078239	0.007965528891615213	0.006836867564731819
