# p ω 
0.0	0.24966822203916317	0.022992528542316978	0.019590377587271692
0.1	0.23968101092069938	0.022620641929008842	0.019280038492463257
0.2	0.21264419648460336	0.02154256902890235	0.018379247533004055
0.3	0.17532988726398682	0.019864067880603797	0.016973332753783807
0.4	0.134734807038419	0.01774017953496561	0.015188209554696413
0.5	0.09602627371632022	0.015349858532485333	0.013170663688762485
0.6	0.06233689409058145	0.012870542557087725	0.01106824836651623
0.7	0.035321535480665564	0.010457845044561131	0.009012904682098517
0.8	0.015753470100919067	0.008233180723615232	0.00711114170812051
0.9	0.0062804583617983864	0.00544686778797892	0.0054434335314469465
1.0	0.00474985126331187	0.004537494434803704	0.004314775359291337
