# p ω 
0.0	0.08379341674974211	0.08379340342285191	0.05542564968040618
0.1	0.08186983504050876	0.08186982173371816	0.05416362795535076
0.2	0.07640010994519844	0.0764000967709482	0.050543926327376386
0.3	0.06819056569536276	0.06819055290501436	0.045024793525641135
0.4	0.05831648170833447	0.05831646967022205	0.038251394730235436
0.5	0.04786241916827989	0.04786240820206058	0.03092784460360154
0.6	0.037733700781266435	0.03773369110149613	0.023706789109756408
0.7	0.028569731626947422	0.028569723283496735	0.017119439725290356
0.8	0.020741039119987648	0.020741031952774606	0.011554126138347725
0.9	0.014398932647946833	0.014398926198119359	0.007423176113157145
1.0	0.009908897129652608	0.00990888583902038	0.009115617631067822
